4,0.34
9,1.96
16,6.43
25,15.92
36,33.27
49,61.9
64,105.89
81,169.93
100,259.34
121,380.06
144,538.67
169,742.34
196,998.92
225,1316.8
256,1705.2
289,2173.6
324,2732.5
361,3392.8
400,4166.1
