4,68.36,136.38,204.4,272.42,340.43
9,65.47,128.98,192.48,255.99,319.5
16,67.345,128.26,189.18,250.1,311.02
25,75.191,134.46,193.73,253,312.27
36,91.425,149.58,207.74,265.9,324.06
49,119.27,176.64,234.02,291.39,348.76
